month_start,kpi_id,kpi_name,family,unit,direction,value,plan,status,status_label,status_icon
2025-07-01,K15,Cost of funds,deposits,pct,lower,0.025312,0.022000,RED,Off plan,▼
2025-08-01,K15,Cost of funds,deposits,pct,lower,0.023750,0.020000,RED,Off plan,▼
2025-09-01,K15,Cost of funds,deposits,pct,lower,0.022720,0.020000,RED,Off plan,▼
2025-10-01,K15,Cost of funds,deposits,pct,lower,0.021165,0.020000,RED,Off plan,▼
2025-11-01,K15,Cost of funds,deposits,pct,lower,0.019829,0.020000,GREEN,On plan,▲
2025-12-01,K15,Cost of funds,deposits,pct,lower,0.019305,0.020000,GREEN,On plan,▲
2026-01-01,K15,Cost of funds,deposits,pct,lower,0.019323,0.020000,GREEN,On plan,▲
2026-02-01,K15,Cost of funds,deposits,pct,lower,0.019323,0.020000,GREEN,On plan,▲
2026-03-01,K15,Cost of funds,deposits,pct,lower,0.019326,0.020000,GREEN,On plan,▲
2026-04-01,K15,Cost of funds,deposits,pct,lower,0.019329,0.020000,GREEN,On plan,▲
2026-05-01,K15,Cost of funds,deposits,pct,lower,0.019335,0.020000,GREEN,On plan,▲
2026-06-01,K15,Cost of funds,deposits,pct,lower,0.019341,0.020000,GREEN,On plan,▲
2026-07-01,K15,Cost of funds,deposits,pct,lower,0.019347,0.020000,GREEN,On plan,▲
2026-08-01,K15,Cost of funds,deposits,pct,lower,0.019351,0.020000,GREEN,On plan,▲
2025-03-01,K16,FD retention at maturity,deposits,pct,higher,1.000000,,,,
2025-04-01,K16,FD retention at maturity,deposits,pct,higher,0.925947,,,,
2025-05-01,K16,FD retention at maturity,deposits,pct,higher,0.959377,,,,
2025-06-01,K16,FD retention at maturity,deposits,pct,higher,0.714203,,,,
2025-07-01,K16,FD retention at maturity,deposits,pct,higher,0.734971,,,,
2025-08-01,K16,FD retention at maturity,deposits,pct,higher,0.868523,,,,
2025-09-01,K16,FD retention at maturity,deposits,pct,higher,0.626875,,,,
2025-10-01,K16,FD retention at maturity,deposits,pct,higher,0.553301,,,,
2025-11-01,K16,FD retention at maturity,deposits,pct,higher,0.606325,,,,
2025-12-01,K16,FD retention at maturity,deposits,pct,higher,0.804978,,,,
2026-01-01,K16,FD retention at maturity,deposits,pct,higher,0.851359,,,,
2026-02-01,K16,FD retention at maturity,deposits,pct,higher,0.903320,,,,
2026-03-01,K16,FD retention at maturity,deposits,pct,higher,0.868038,,,,
2026-04-01,K16,FD retention at maturity,deposits,pct,higher,0.812026,,,,
2026-05-01,K16,FD retention at maturity,deposits,pct,higher,0.871582,,,,
2026-06-01,K16,FD retention at maturity,deposits,pct,higher,0.810557,,,,
2026-07-01,K16,FD retention at maturity,deposits,pct,higher,0.825919,,,,
2026-08-01,K16,FD retention at maturity,deposits,pct,higher,0.838092,,,,
2025-01-01,K17,Gross loans,credit,rm,higher,1988000.000000,,,,
2025-02-01,K17,Gross loans,credit,rm,higher,4594927.240000,,,,
2025-03-01,K17,Gross loans,credit,rm,higher,6250649.530000,,,,
2025-04-01,K17,Gross loans,credit,rm,higher,8392467.950000,,,,
2025-05-01,K17,Gross loans,credit,rm,higher,9821251.160000,,,,
2025-06-01,K17,Gross loans,credit,rm,higher,12045083.400000,,,,
2025-07-01,K17,Gross loans,credit,rm,higher,16090821.290000,,,,
2025-08-01,K17,Gross loans,credit,rm,higher,19902043.760000,,,,
2025-09-01,K17,Gross loans,credit,rm,higher,23532976.040000,,,,
2025-10-01,K17,Gross loans,credit,rm,higher,27793884.390000,,,,
2025-11-01,K17,Gross loans,credit,rm,higher,31976978.380000,,,,
2025-12-01,K17,Gross loans,credit,rm,higher,35948863.950000,,,,
2026-01-01,K17,Gross loans,credit,rm,higher,37756560.800000,,,,
2026-02-01,K17,Gross loans,credit,rm,higher,40199066.520000,,,,
2026-03-01,K17,Gross loans,credit,rm,higher,41480006.020000,,,,
2026-04-01,K17,Gross loans,credit,rm,higher,43528118.770000,,,,
2026-05-01,K17,Gross loans,credit,rm,higher,45289071.000000,,,,
2026-06-01,K17,Gross loans,credit,rm,higher,46786583.000000,,,,
2026-07-01,K17,Gross loans,credit,rm,higher,47769207.090000,,,,
2026-08-01,K17,Gross loans,credit,rm,higher,49074347.690000,,,,
2025-01-01,K18,Financing disbursed,credit,rm,higher,1995000.000000,,,,
2025-02-01,K18,Financing disbursed,credit,rm,higher,2747000.000000,,,,
2025-03-01,K18,Financing disbursed,credit,rm,higher,1852000.000000,,,,
2025-04-01,K18,Financing disbursed,credit,rm,higher,2367000.000000,,,,
2025-05-01,K18,Financing disbursed,credit,rm,higher,1739000.000000,,,,
2025-06-01,K18,Financing disbursed,credit,rm,higher,2527000.000000,,,,
2025-07-01,K18,Financing disbursed,credit,rm,higher,4484500.000000,,,,
2025-08-01,K18,Financing disbursed,credit,rm,higher,4347000.000000,,,,
2025-09-01,K18,Financing disbursed,credit,rm,higher,4303500.000000,,,,
2025-10-01,K18,Financing disbursed,credit,rm,higher,5075000.000000,,,,
2025-11-01,K18,Financing disbursed,credit,rm,higher,5012000.000000,,,,
2025-12-01,K18,Financing disbursed,credit,rm,higher,5052500.000000,,,,
2026-01-01,K18,Financing disbursed,credit,rm,higher,3101500.000000,,,,
2026-02-01,K18,Financing disbursed,credit,rm,higher,3658000.000000,,,,
2026-03-01,K18,Financing disbursed,credit,rm,higher,2807500.000000,,,,
2026-04-01,K18,Financing disbursed,credit,rm,higher,3585500.000000,,,,
2026-05-01,K18,Financing disbursed,credit,rm,higher,3337000.000000,,,,
2026-06-01,K18,Financing disbursed,credit,rm,higher,3208000.000000,,,,
2026-07-01,K18,Financing disbursed,credit,rm,higher,2799000.000000,,,,
2026-08-01,K18,Financing disbursed,credit,rm,higher,3154000.000000,,,,
2025-01-01,K19,PAR30,credit,pct,lower,0.000000,0.025000,GREEN,On plan,▲
2025-02-01,K19,PAR30,credit,pct,lower,0.000000,0.025000,GREEN,On plan,▲
2025-03-01,K19,PAR30,credit,pct,lower,0.003600,0.025000,GREEN,On plan,▲
2025-04-01,K19,PAR30,credit,pct,lower,0.002681,0.025000,GREEN,On plan,▲
2025-05-01,K19,PAR30,credit,pct,lower,0.005727,0.025000,GREEN,On plan,▲
2025-06-01,K19,PAR30,credit,pct,lower,0.005269,0.025000,GREEN,On plan,▲
2025-07-01,K19,PAR30,credit,pct,lower,0.005488,0.025000,GREEN,On plan,▲
2025-08-01,K19,PAR30,credit,pct,lower,0.006521,0.025000,GREEN,On plan,▲
2025-09-01,K19,PAR30,credit,pct,lower,0.010641,0.025000,GREEN,On plan,▲
2025-10-01,K19,PAR30,credit,pct,lower,0.011501,0.025000,GREEN,On plan,▲
2025-11-01,K19,PAR30,credit,pct,lower,0.015012,0.025000,GREEN,On plan,▲
2025-12-01,K19,PAR30,credit,pct,lower,0.020627,0.025000,GREEN,On plan,▲
2026-01-01,K19,PAR30,credit,pct,lower,0.031080,0.030000,AMBER,Watch,●
2026-02-01,K19,PAR30,credit,pct,lower,0.029772,0.030000,GREEN,On plan,▲
2026-03-01,K19,PAR30,credit,pct,lower,0.034770,0.030000,RED,Off plan,▼
2026-04-01,K19,PAR30,credit,pct,lower,0.034611,0.030000,RED,Off plan,▼
2026-05-01,K19,PAR30,credit,pct,lower,0.034714,0.030000,RED,Off plan,▼
2026-06-01,K19,PAR30,credit,pct,lower,0.036654,0.030000,RED,Off plan,▼
2026-07-01,K19,PAR30,credit,pct,lower,0.032956,0.030000,AMBER,Watch,●
2026-08-01,K19,PAR30,credit,pct,lower,0.029851,0.030000,GREEN,On plan,▲
2025-01-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.000000,,,,
2025-02-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.000000,,,,
2025-03-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.000000,,,,
2025-04-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.000000,,,,
2025-05-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.002291,,,,
2025-06-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.001868,,,,
2025-07-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.000827,,,,
2025-08-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.000669,,,,
2025-09-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.001246,,,,
2025-10-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.002739,,,,
2025-11-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.002361,,,,
2025-12-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.002968,,,,
2026-01-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.005927,,,,
2026-02-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.007064,,,,
2026-03-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.008594,,,,
2026-04-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.011116,,,,
2026-05-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.011943,,,,
2026-06-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.012654,,,,
2026-07-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.011747,,,,
2026-08-01,K20,Gross impaired loans (GIL) ratio,credit,pct,lower,0.012601,,,,
2025-07-01,K21,Early delinquency at month 6,credit,pct,lower,0.031008,,,,
2025-08-01,K21,Early delinquency at month 6,credit,pct,lower,0.031915,,,,
2025-09-01,K21,Early delinquency at month 6,credit,pct,lower,0.022222,,,,
2025-10-01,K21,Early delinquency at month 6,credit,pct,lower,0.038217,,,,
2025-11-01,K21,Early delinquency at month 6,credit,pct,lower,0.025000,,,,
2025-12-01,K21,Early delinquency at month 6,credit,pct,lower,0.046512,,,,
2026-01-01,K21,Early delinquency at month 6,credit,pct,lower,0.123684,,,,
2026-02-01,K21,Early delinquency at month 6,credit,pct,lower,0.101408,,,,
2026-03-01,K21,Early delinquency at month 6,credit,pct,lower,0.133858,,,,
2026-04-01,K21,Early delinquency at month 6,credit,pct,lower,0.114713,,,,
2026-05-01,K21,Early delinquency at month 6,credit,pct,lower,0.098592,,,,
2026-06-01,K21,Early delinquency at month 6,credit,pct,lower,0.118072,,,,
2026-07-01,K21,Early delinquency at month 6,credit,pct,lower,0.017699,,,,
2026-08-01,K21,Early delinquency at month 6,credit,pct,lower,0.038023,,,,
2024-09-01,K22,Net interest income,finance,rm,higher,-2011.740000,,,,
2024-10-01,K22,Net interest income,finance,rm,higher,-6626.930000,,,,
2024-11-01,K22,Net interest income,finance,rm,higher,-11164.290000,,,,
2024-12-01,K22,Net interest income,finance,rm,higher,-16997.490000,,,,
2025-01-01,K22,Net interest income,finance,rm,higher,-8703.630000,,,,
2025-02-01,K22,Net interest income,finance,rm,higher,6557.640000,,,,
2025-03-01,K22,Net interest income,finance,rm,higher,5171.360000,,,,
2025-04-01,K22,Net interest income,finance,rm,higher,6419.160000,,,,
2025-05-01,K22,Net interest income,finance,rm,higher,-2719.950000,,,,
2025-06-01,K22,Net interest income,finance,rm,higher,3672.470000,,,,
2025-07-01,K22,Net interest income,finance,rm,higher,27817.010000,,,,
2025-08-01,K22,Net interest income,finance,rm,higher,56807.110000,,,,
2025-09-01,K22,Net interest income,finance,rm,higher,88174.690000,,,,
2025-10-01,K22,Net interest income,finance,rm,higher,120680.230000,,,,
2025-11-01,K22,Net interest income,finance,rm,higher,159961.710000,,,,
2025-12-01,K22,Net interest income,finance,rm,higher,184408.460000,,,,
2026-01-01,K22,Net interest income,finance,rm,higher,186354.930000,,,,
2026-02-01,K22,Net interest income,finance,rm,higher,206253.370000,,,,
2026-03-01,K22,Net interest income,finance,rm,higher,190286.140000,,,,
2026-04-01,K22,Net interest income,finance,rm,higher,199625.320000,,,,
2026-05-01,K22,Net interest income,finance,rm,higher,193980.320000,,,,
2026-06-01,K22,Net interest income,finance,rm,higher,198004.880000,,,,
2026-07-01,K22,Net interest income,finance,rm,higher,186662.230000,,,,
2026-08-01,K22,Net interest income,finance,rm,higher,182302.050000,,,,
