"auth_id","card_id","auth_ts","amount","currency","mcc","merchant_category","entry_mode","response_code","status","settlement_date","record_updated_at"
"AU0000000139","DC00000131","2024-09-12 19:58:12","63.39","MYR",5399,"Online marketplaces","ECOM","00","APPROVED","20240914","2024-09-14T21:00:00"
"AU0000000140","DC00000077","2024-09-12 22:01:37","853.30","MYR",5399,"Online marketplaces","ECOM","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000164","DC00000129","2024-09-13 11:44:31","100.57","MYR",5399,"Online marketplaces","ECOM","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000168","DC00000084","2024-09-13 15:08:18","70.16","MYR",5399,"Online marketplaces","ECOM","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000171","DC00000048","2024-09-13 16:31:39","84.39","MYR",5812,"Restaurants","CHIP","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000172","DC00000013","2024-09-13 16:58:22","3.50","MYR",4121,"E-hailing and taxis","contactless","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000175","DC00000118","2024-09-13 21:55:43","27.74","MYR",5814,"Fast food","CONTACTLESS","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000176","DC00000132","2024-09-13 22:29:27","162.32","MYR",4121,"E-HAILING AND TAXIS","EMV","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000179","DC00000242","2024-09-13 23:15:17","193.17","MYR",5541,"fuel","CTLS","00","approved","20240915","2024-09-14T21:00:00"
"AU0000000181","DC00000078","2024-09-13 23:59:08","23.11","MYR",5411,"Groceries","CONTACTLESS","00","Approved","20240915","2024-09-14T21:00:00"
"AU0000000182","DC00000235","2024-09-14 00:11:44","153.57","MYR",5399,"Online marketplaces","ECOM","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000183","DC00000057","2024-09-14 00:27:07","150.94","MYR",5399,"online marketplaces","ECOM","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000184","DC00000188","2024-09-14 00:57:39","3.33","MYR",5411,"Groceries","EMV","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000185","DC00000178","2024-09-14 00:58:46","36.30","MYR",4899,"Streaming and subscriptions","ECOM","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000188","DC00000203","2024-09-14 02:19:34","5.78","MYR",5812,"Restaurants","EMV","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000189","DC00000237","2024-09-14 02:27:51","9.11","MYR",4121,"E-hailing and taxis","CONTACTLESS","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000190","DC00000150","2024-09-14 03:12:45","205.92","MYR",5411,"Groceries","CHIP","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000191","DC00000327","2024-09-14 03:41:24","411.70","MYR",4814,"Telco and bills","CONTACTLESS","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000192","DC00000084","2024-09-14 04:03:53","76.96","MYR",4121,"E-hailing and taxis","CONTACTLESS","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000194","DC00000077","2024-09-14 05:03:38","179.24","MYR",5812,"restaurants","CONTACTLESS","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000195","DC00000285","2024-09-14 05:05:31","134.28","MYR",5814,"Fast food","CONTACTLESS","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000196","DC00000085","2024-09-14 05:42:17","568.41","MYR",4511,"Airlines and travel","ECOM","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000199","DC00000308","2024-09-14 07:04:09","48.36","MYR",5814,"Fast food","CONTACTLESS","00","APPROVED","20240915","2024-09-14T21:00:00"
"AU0000000200","DC00000327","2024-09-14 07:16:07","251.13","MYR",5814,"Fast food","CHIP","00","APPROVED","20240915","2024-09-14T21:00:00"
